_id,name,pos_id
taximax-1500-injection-1-s,Taximax 1500 Injection 1-s,3783
taximax-750mg-injection-1-s,Taximax 750mg Injection 1-s,3776
tayo-60k-orange-flavour-tablet-8-s,TAYO 60K ORANGE FLAVOUR Tablet 8-s,30310
tayo-m-tablet-10-s,TAYO M Tablet 10-s,106610
tayo-raga-tablet-10-s,TAYO RAGA Tablet 10-s,109928
tayo-tablet-15-s,Tayo Tablet 15-S,30490
tazloc-20mg-tablet-10-s,Tazloc 20mg Tablet 10-S,18545
tazloc-40mg-tablet-10-s,Tazloc 40mg Tablet 10-S,18546
tazloc-80mg-tablet-10-s,Tazloc 80mg Tablet 10-S,336
tazloc-beta-25mg-tablet-10-s,Tazloc Beta 25mg Tablet 10-S,92060
tazloc-beta-50mg-tablet-10-s,Tazloc Beta 50mg Tablet 10-S,21013
tazloc-ct-40mg-tablet-10-s,Tazloc CT 40mg Tablet 10-S,97827
tazloc-ct-6-25mg-tablet-10-s,Tazloc CT 6.25mg Tablet 10-S,97828
tazloc-ct-80mg-tablet-10-s,Tazloc CT 80mg Tablet 10-S,97829
tazloc-h-80mg-tablet-10-s,Tazloc H 80mg Tablet 10-S,18587
tazloc-trio-80mg-tablet-10-s,Tazloc Trio 80mg Tablet 10-S,1893
tazomac-4-5gm-injection-1-s,Tazomac 4.5gm Injection 1-s,45714
teczine-5mg-instab-tablet-10-s,TECZINE 5MG INSTAB TABLET 10-S,821
tedibar-bathing-bar-2x75gm,TEDIBAR BATHING Bar 2X75gm,98053
tefroliv-forte-syrup-200ml,Tefroliv Forte Syrup 200ml,7511
tel-revelol-40-25mg-tablet-10-s,TEL Revelol 40/25mg Tablet 10-S,90556
tel-revelol-40-50mg-tablet-10-s,TEL Revelol 40/50mg Tablet 10-S,90557
telbrit-20mg-tablet-15-s,Telbrit 20mg Tablet 15-S,96080
telbrit-40mg-tablet-15-s,Telbrit 40mg Tablet 15-S,96081
telbrit-ah-tablet-15-s,TELBRIT AH Tablet 15-s,109724
telbrit-am-tablet-15-s,Telbrit AM Tablet 15-S,96083
telbrit-h-tablet-15-s,Telbrit H Tablet 15-S,96085
telbrit-mt-50mg-tablet-10-s,TELBRIT MT 50mg Tablet 10-s,109725
telchoice-20mg-tablet-10-s,TELCHOICE 20mg Tablet 10-s,102280
telchoice-ct-40mg-tablet-10-s,TELCHOICE CT 40mg Tablet 10-s,33801
telcure-20mg-tablet-10-s,Telcure 20mg Tablet 10-S,52223
telcure-40-tablet-15-s,TELCURE 40 Tablet 15-s,52224
telcure-am-40-tablet-15-s,TELCURE AM 40 Tablet 15-s,52227
telcure-ch-40-tablet-15-s,TELCURE CH 40 Tablet 15-s,107335
telcure-ch-6-25-tablet-15-s,TELCURE CH 6.25 Tablet 15-s,102943
telcure-cn-tablet-15-s,TELCURE CN Tablet 15-s,107333
telcure-trio-tablet-15-s,TELCURE TRIO Tablet 15-s,105051
telday-20mg-tablet-15-s,Telday 20mg Tablet 15-S,2053
telday-40mg-tablet-15-s,Telday 40mg Tablet 15-S,2054
telday-h-tablet-15-s,TELDAY H Tablet 15-s,2056
teleact-20mg-tablet-10-s,Teleact 20mg Tablet 10-S,643
teleact-40mg-tablet-10-s,Teleact 40mg Tablet 10-S,645
teleact-ct-40mg-tablet-10-s,Teleact CT 40mg Tablet 10-S,98075
teleact-trio-tablet-10-s,Teleact Trio Tablet 10-S,98076
telefix-20-tablet-15-s,TELEFIX 20 Tablet 15-s,103990
telefix-am-tablet-15-s,TELEFIX AM Tablet 15-s,103738
telefix-h-tablet-15-s,TELEFIX H Tablet 15-s,103739
telefix-mt-25-tablet-15-s,TELEFIX MT 25 Tablet 15-s,105756
telefix-mt-50mg-tablet-10-s,TELEFIX MT 50mg Tablet 10-s,105423
telfirst-20mg-tablet-15-s,TELFIRST 20mg Tablet 15-s,30306
telfirst-40-tablet-15-s,TELFIRST 40 Tablet 15-s,30307
teli-40mg-tablet-10-s,Teli 40mg Tablet 10-S,98368
telipex-40-tablet-10-s,TELIPEX 40 Tablet 10-s,110534
telipex-am-tablet-10-s,TELIPEX AM Tablet 10-s,110529
telista-20mg-tablet-15-s,Telista 20mg Tablet 15-S,4423
telista-40mg-tablet-15-s,Telista 40mg Tablet 15-S,4424
telista-80mg-tablet-15-s,Telista 80mg Tablet 15-S,4429
telista-amh-tablet-15-s,TELISTA AMH Tablet 15-s,103669
telista-ch-40-6-25mg-tablet-10-s,Telista CH 40/6.25mg Tablet 10-S,102274
telista-cl-tablet-10-s,Telista CL Tablet 10-S,102271
telista-d-tablet-10-s,Telista D Tablet 10-S,102270
telista-mcl-25-tablet-10-s,TELISTA MCL 25 Tablet 10-s,109585
telista-mcl-50-tablet-10-s,TELISTA MCL 50 Tablet 10-s,109586
telista-mt-25mg-tablet-15-s,Telista MT 25mg Tablet 15-S,102268
telista-mt-50mg-tablet-15-s,Telista MT 50mg Tablet 15-S,25774
telkonol-40-tablet-10-s,TELKONOL 40 Tablet 10-s,105492
telkonol-am-tablet-10-s,TELKONOL AM Tablet 10-s,106804
tellzy-20mg-tablet-15-s,Tellzy 20mg Tablet 15-S,4170
tellzy-40mg-tablet-15-s,Tellzy 40mg Tablet 15-S,4171
tellzy-ach-40-5-12-5mg-tablet-10-s,TELLZY ACH 40/5/12.5mg Tablet 10-s,109336
tellzy-mt-25mg-tablet-15-s,Tellzy MT 25mg Tablet 15-S,91931
tellzy-rs-tablet-15-s,Tellzy RS Tablet 15-S,92688
telma-20mg-tablet-15-s,Telma 20mg Tablet 15-S,17609
telma-20mg-tablet-30-s,Telma 20mg Tablet 30-S,109744
telma-40mg-tablet-30-s,Telma 40mg Tablet 30-S,17610
telma-80mg-tablet-15-s,Telma 80mg Tablet 15-S,17614
telma-act-40-5-12-5mg-tablet-10-s,Telma Act 40/5/12.5mg Tablet 10-S,109985
telma-act-40-5-6-25-tablet-15-s,TELMA ACT 40/5/6.25 Tablet 15-s,109640
telma-am-80mg-tablet-15-s,Telma AM 80mg Tablet 15-S,91024
telma-amh-40mg-tablet-15-s,Telma Amh 40mg Tablet 15-S,91025
telma-az-40-tablet-10-s,TELMA AZ 40 Tablet 10-s,107397
telma-beta-25-tablet-10-s,Telma Beta 25 Tablet 10-S,100204
telma-beta-50-tablet-10-s,Telma Beta 50 Tablet 10-S,100203
telma-ct-40-12-5mg-tablet-15-s,Telma CT 40/12.5mg Tablet 15-S,97206
telma-ct-40-6-25mg-tablet-15-s,Telma CT 40/6.25mg Tablet 15-S,97207
telma-ct-80-12-5mg-tablet-15-s,Telma CT 80/12.5mg Tablet 15-S,99142
telma-ct-80-6-25mg-tablet-15-s,Telma CT 80/6.25mg Tablet 15-S,91028
telma-d-tablet-10-s,Telma D Tablet 10-S,101620
telma-h-40mg-tablet-15-s,Telma H 40mg Tablet 15-S,109038
telma-h-40mg-tablet-30-s,Telma H 40mg Tablet 30-S,17611
telma-h-80mg-tablet-15-s,Telma H 80mg Tablet 15-S,17622
telma-lnb-25-tablet-10-s,TELMA LNB 25 Tablet 10-s,109136
telma-lnb-50-tablet-10-s,TELMA LNB 50 Tablet 10-s,109135
telma-lnc-tablet-15-s,TELMA LNC Tablet 15-s,103530
telma-mct-25-12-5-tablet-10-s,TELMA MCT 25/12.5 Tablet 10-s,109641
telma-mct-25-6-25-tablet-10-s,TELMA MCT 25/6.25 Tablet 10-s,109986
telma-mct-50-12-5-tablet-10-s,TELMA MCT 50/12.5 Tablet 10-s,109642
telma-mct-50-6-25-tablet-10-s,TELMA MCT 50/6.25 Tablet 10-s,109643
telmaxx-25mg-tablet-10-s,Telmaxx 25mg Tablet 10-S,19497
telmed-20mg-tablet-10-s,Telmed 20mg Tablet 10-S,7891
telmed-40mg-tablet-10-s,Telmed 40mg Tablet 10-S,7845
telmed-am-tablet-10-s,Telmed AM Tablet 10-S,7846
telmed-az-40-tablet-10-s,TELMED AZ 40 Tablet 10-s,109278
telmed-beta-50mg-tablet-10-s,Telmed Beta 50mg Tablet 10-S,7952
telmed-ct-tablet-10-s,Telmed CT Tablet 10-S,91253
telmichek-40mg-tablet-10-s,Telmichek 40mg Tablet 10-S,94083
telmiduce-20mg-tablet-10-s,Telmiduce 20mg Tablet 10-S,101866
telmiduce-40mg-tablet-10-s,Telmiduce 40mg Tablet 10-S,101867
telmiduce-cl-tablet-10-s,TELMIDUCE CL Tablet 10-s,108101
telmiduce-h-tablet-10-s,Telmiduce H Tablet 10-S,101869
telmikaa-40mg-tablet-10-s,Telmikaa 40mg Tablet 10-S,100976
telmikaa-amh-tablet-10-s,Telmikaa Amh Tablet 10-S,108464
telmikind-20mg-tablet-10-s,Telmikind 20mg Tablet 10-S,20205
telmikind-40mg-tablet-10-s,Telmikind 40mg Tablet 10-S,21601
telmikind-80mg-tablet-10-s,Telmikind 80mg Tablet 10-S,784
telmikind-amh-tablet-10-s,Telmikind Amh Tablet 10-S,16599
telmikind-beta-25mg-tablet-10-s,Telmikind Beta 25mg Tablet 10-S,16631
telmikind-beta-50mg-tablet-10-s,Telmikind Beta 50mg Tablet 10-S,93951
telmikind-ct-40-6-25mg-tablet-10-s,TELMIKIND CT 40/6.25mg Tablet 10-s,104301
telmikind-h-40mg-tablet-10-s,Telmikind H 40mg Tablet 10-S,21602
telmikind-h-80mg-tablet-10-s,Telmikind H 80mg Tablet 10-S,737
telmikind-trio-12-5-tablet-10-s,TELMIKIND TRIO 12.5 Tablet 10-s,108203
telminorm-40mg-tablet-10-s,Telminorm 40mg Tablet 10-S,14018
telminorm-am-40-5mg-tablet-10-s,Telminorm AM 40/5mg Tablet 10-S,10423
telmipharm-20mg-tablet-10-s,TELMIPHARM 20mg Tablet 10-s,96561
telmipharm-40mg-tablet-10-s,Telmipharm 40mg Tablet 10-S,96559
telmisat-20mg-tablet-10-s,Telmisat 20mg Tablet 10-S,94818
telmizac-40mg-tablet-10-s,TELMIZAC 40mg Tablet 10-s,100260
telong-40mg-tablet-10-s,Telong 40mg Tablet 10-S,20918
telplus-tablet-10-s,Telplus Tablet 10-S,94211
telplus-trio-tablet-10-s,Telplus Trio Tablet 10-S,90643
telpres-20mg-tablet-15-s,TELPRES 20mg Tablet 15-s,1455
telpres-40mg-tablet-15-s,Telpres 40mg Tablet 15-S,1456
telpres-80mg-tablet-10-s,Telpres 80mg Tablet 10-S,1470
telpres-am-40mg-tablet-15-s,TELPRES AM 40mg Tablet 15-s,90736
telpres-am-80mg-tablet-10-s,Telpres AM 80mg Tablet 10-S,1470
telpres-ct-40-12-5mg-tablet-15-s,Telpres Ct 40/12.5Mg Tablet 15-s,13901
telpres-ct-40-6-25mg-tablet-15-s,Telpres Ct 40/6.25Mg Tablet 15-s,7700
telpres-ct-80-12-5mg-tablet-10-s,Telpres CT 80/12.5mg Tablet 10-S,108089
telpres-h-40mg-tablet-15-s,Telpres H 40mg Tablet 15-S,1457
telpres-ln-40mg-tablet-10-s,TELPRES LN 40mg Tablet 10-s,104489
telpres-ln-80mg-tablet-10-s,TELPRES LN 80mg Tablet 10-s,1477
telpres-mt-25mg-tablet-15-s,Telpres Mt 25Mg Tablet 15-s,1478
telpres-trio-40mg-tablet-10-s,TELPRES TRIO 40mg Tablet 10-s,104492
telsar-20mg-tablet-15-s,Telsar 20mg Tablet 15-S,5789
telsar-40mg-tablet-15-s,Telsar 40mg Tablet 15-S,5780
telsar-80mg-tablet-10-s,Telsar 80mg Tablet 10-S,5781
telsar-beta-25mg-tablet-10-s,Telsar Beta 25mg Tablet 10-S,32861
telsar-beta-50mg-tablet-10-s,Telsar Beta 50mg Tablet 10-S,32862
telsar-ch-40-12-5-tablet-10-s,Telsar CH 40/12.5 Tablet 10-S,103237
telsar-ch-40-6-25mg-tablet-10-s,Telsar CH 40/6.25mg Tablet 10-S,103238
telsartan-20mg-tablet-14-s,Telsartan 20mg Tablet 14-S,2550
telsartan-40mg-tablet-14-s,Telsartan 40mg Tablet 14-S,2549
telsartan-am-40mg-tablet-10-s,Telsartan AM 40mg Tablet 10-S,2578
telsartan-h-40mg-tablet-14-s,Telsartan H 40mg Tablet 14-S,2551
telsite-20mg-tablet-15-s,Telsite 20mg Tablet 15-S,33019
telsite-40mg-tablet-15-s,Telsite 40mg Tablet 15-S,33015
telsite-80mg-tablet-15-s,Telsite 80mg Tablet 15-S,33016
teltop-40mg-tablet-10-s,Teltop 40mg Tablet 10-S,100756
telvas-20-tablet-15-s,TELVAS 20 Tablet 15-s,7380
telvas-40mg-tablet-15-s,TELVAS 40mg Tablet 15-s,7381
telvas-80-tablet-15-s,TELVAS 80 Tablet 15-s,7574
telvas-beta-25mg-tablet-10-s,Telvas Beta 25mg Tablet 10-S,90755
telvas-beta-50mg-tablet-10-s,Telvas Beta 50mg Tablet 10-S,90756
telvas-ct-40mg-tablet-10-s,Telvas CT 40mg Tablet 10-S,91185
telvas-h-80mg-tablet-10-s,Telvas H 80mg Tablet 10-S,7575
telvas-ln-40mg-tablet-10-s,Telvas LN 40mg Tablet 10-S,103716
telvas-ln-80mg-tablet-10-s,Telvas LN 80mg Tablet 10-S,103718
telzox-20mg-tablet-10-s,Telzox 20mg Tablet 10-S,101002
telzox-40mg-tablet-10-s,Telzox 40mg Tablet 10-S,101003
telzox-am-tablet-10-s,Telzox AM Tablet 10-S,100966
telzox-ch-tablet-10-s,Telzox CH Tablet 10-S,101091
telzox-cm-25-tablet-15-s,TELZOX CM 25 Tablet 15-s,110220
telzox-cm-50-tablet-15-s,TELZOX CM 50 Tablet 15-s,110221
telzox-h-tablet-10-s,Telzox H Tablet 10-S,101092
telzox-m-25mg-tablet-10-s,Telzox M 25mg Tablet 10-S,100967
telzox-m-50mg-tablet-10-s,Telzox M 50mg Tablet 10-S,100968
telzox-trio-40mg-tablet-10-s,Telzox Trio 40mg Tablet 10-S,101004
temsan-20mg-tablet-15-s,Temsan 20mg Tablet 15-S,7246
temsan-40mg-tablet-15-s,Temsan 40mg Tablet 15-S,9454
temsan-80mg-tablet-15-s,Temsan 80mg Tablet 15-S,7248
temsan-ct-tablet-10-s,Temsan CT Tablet 10-S,90464
temsan-h-80mg-tablet-15-s,Temsan H 80mg Tablet 15-S,7247
ten-dm-plus-tablet-10-s,TEN DM PLUS Tablet 10-s,105416
ten20-tablet-10-s,Ten20 Tablet 10-S,107194
tendia-m-forte-tablet-15-s,TENDIA M FORTE Tablet 15-s,104085
tendia-m-tablet-15-s,TENDIA M Tablet 15-s,97188
tendia-p-tablet-15-s,TENDIA P Tablet 15-s,104379
tendocare-forte-tablet-15-s,Tendocare Forte Tablet 15-S,98222
tendocare-tablet-15-s,Tendocare Tablet 15-S,94034
tendocel-capsule-15-s,TENDOCEL Capsule 15-s,97795
tendofit-forte-tablet-15-s,Tendofit Forte Tablet 15-S,97123
tendofit-tablet-15-s,Tendofit Tablet 15-S,94251
tendomac-tablet-15-s,Tendomac Tablet 15-S,92099
tenebetic-m-500-tablet-10-s,TENEBETIC M 500 Tablet 10-s,108177
tenebite-20mg-tablet-15-s,Tenebite 20mg Tablet 15-S,97072
tenebite-m-20-500mg-tablet-15-s,Tenebite M 20/500mg Tablet 15-S,97511
tenefit-20mg-tablet-15-s,TENEFIT 20mg Tablet 15-s,98216
tenefit-m-forte-tablet-10-s,Tenefit M Forte Tablet 10-S,101670
tenefit-m-tablet-15-s,TENEFIT M Tablet 15-s,99160
tenepla-m-500-20mg-tablet-10-s,Tenepla M 500/20mg Tablet 10-S,99817
tenepride-20-tablet-30-s,TENEPRIDE 20 Tablet 30-s,96799
tenepride-m-20-1000mg-tablet-10-s,Tenepride M 20/1000mg Tablet 10-S,97706
tenepride-m-20-500mg-tablet-15-s,Tenepride M 20/500mg Tablet 15-S,97707
tenepure-m-500-tablet-15-s,TENEPURE M 500 Tablet 15-s,98446
tenepure-tablet-15-s,TENEPURE Tablet 15-s,96945
teneza-m-500-tablet-15-s,TENEZA M 500 Tablet 15-s,98266
teneza-tablet-15-s,TENEZA Tablet 15-s,99366
tenginow-m-tablet-15-s,TENGINOW M Tablet 15-s,104856
tenglyn-20mg-tablet-15-s,Tenglyn 20mg Tablet 15-S,98803
tenglyn-m-1000mg-tablet-15-s,Tenglyn M 1000mg Tablet 15-S,98801
tenglyn-m-500mg-tablet-15-s,Tenglyn M 500mg Tablet 15-S,98802
tenlibrit-m-tablet-10-s,TENLIBRIT M Tablet 10-s,100556
tenlicare-m-tablet-10-s,TENLICARE M Tablet 10-s,101911
tenlip-20mg-tablet-15-s,TENLIP 20mg Tablet 15-s,98465
tenlip-m-tablet-15-s,TENLIP M Tablet 15-s,99189
tenlitab-20-tablet-15-s,TENLITAB 20 Tablet 15-s,109726
tenlitab-m-tablet-10-s,TENLITAB M Tablet 10-s,109727
tenoclor-25mg-tablet-15-s,Tenoclor 25mg Tablet 15-S,8575
tenoclor-50mg-tablet-15-s,Tenoclor 50mg Tablet 15-S,8574
tenolol-100mg-tablet-14-s,Tenolol 100mg Tablet 14-S,8506
tenolol-12-5mg-tablet-14-s,Tenolol 12.5mg Tablet 14-S,8544
tenolol-25mg-tablet-14-s,Tenolol 25mg Tablet 14-S,8508
tenolol-50mg-tablet-14-s,Tenolol 50mg Tablet 14-S,8507
tenolol-am-25mg-tablet-10-s,Tenolol AM 25mg Tablet 10-S,8761
tenoric-100mg-tablet-10-s,Tenoric 100mg Tablet 10-S,8545
tenoric-25mg-tablet-10-s,Tenoric 25mg Tablet 10-S,8557
tenoric-50mg-tablet-10-s,Tenoric 50mg Tablet 10-S,8546
tenormin-100mg-tablet-14-s,Tenormin 100mg Tablet 14-S,13104
tenormin-50mg-tablet-14-s,Tenormin 50mg Tablet 14-S,13103
tentex-royal-capsule-10-s,Tentex Royal Capsule 10-S,7335
testoviron-100mg-injection(depot)-1ml,Testoviron 100mg Injection(Depot) 1ml,105351
testoviron-250mg-injection(depot)-1ml,Testoviron 250mg Injection(Depot) 1ml,6629
tetan-20mg-tablet-15-s,Tetan 20mg Tablet 15-S,47205
tetan-40mg-tablet-15-s,Tetan 40mg Tablet 15-S,47206
tetmosol-advanced-soap-100gm,TETMOSOL ADVANCED Soap 100gm,91538
tetrafol-plus-tablet-10-s,Tetrafol Plus Tablet 10-S,100403
tezcort-3s-ointment-30gm,TEZCORT 3S Ointment 30gm,108932
tezcort-gm-cream-15gm,Tezcort GM Cream 15gm,108870
tfct-nib-tablet-10-s,TFCT NIB Tablet 10-s,108975
tg-tor-20-tablet-15-s,TG TOR 20 Tablet 15-s,5770
tg-tor-f-160-tablet-10-s,TG Tor F 160 Tablet 10-S,5635
the-triglynase-1-tablet-10-s,THE TRIGLYNASE 1 Tablet 10-s,18519
the-triglynase-2-tablet-10-s,THE TRIGLYNASE 2 Tablet 10-s,18520
thealife-tablet-10-s,Thealife Tablet 10-S,100407
theia-clor-125mg-dry-syrup-30ml,Theia Clor 125mg Dry Syrup 30ml,43013
themikool-d-capsule-10-s,THEMIKOOL D Capsule 10-s,109470
thiamin-injection-10x2ml,Thiamin Injection 10X2ml,5644
thiotres-500mg-tablet-10-s,Thiotres 500mg Tablet 10-S,109688
threptin-diskett-chocolate-275gm,Threptin Diskett Chocolate 275gm,102845
threptin-lite-diskettes-275gm,THREPTIN LITE Diskettes 275gm,102846
threptin-micromix-vanilla-200gm,Threptin Micromix Vanilla 200gm,7213
thrize-ds-tablet-10-s,Thrize DS Tablet 10-S,94240
thrize-plus-tablet-10-s,Thrize Plus Tablet 10-S,94241
thrize-tablet-10-s,Thrize Tablet 10-S,20335
thrombobliss-syrup-100ml,THROMBOBLISS Syrup 100ml,94511
thrombophob-ointment-20gm,Thrombophob Ointment 20gm,6615
thyrocal-d3-tablet-30-s,Thyrocal D3 Tablet 30-S,4255
thyrofit-100mcg-tablet-120-s,THYROFIT 100mcg Tablet 120-s,30480
thyrofit-25mcg-tablet-120-s,THYROFIT 25mcg Tablet 120-s,30462
thyrofit-50mcg-tablet-120-s,THYROFIT 50mcg Tablet 120-s,30461
thyronorm-100mcg-tablet-120-s,Thyronorm 100mcg Tablet 120-S,4361
thyronorm-88mcg-tablet-120-s,Thyronorm 88Mcg Tablet 120-S,102948
thyroup-12-5mcg-tablet-120-s,THYROUP 12.5mcg Tablet 120-s,103671
tiam-injection-2ml,TIAM Injection 2ml,95552
tiban-20mg-tablet-15-s,Tiban 20mg Tablet 15-S,96118
tiban-m-20-1000mg-tablet-15-s,Tiban M 20/1000mg Tablet 15-S,97222
tiban-m-20-500mg-tablet-15-s,Tiban M 20/500mg Tablet 15-S,98166
tibrolin-d-tablet-10-s,Tibrolin D Tablet 10-S,96769
tibrolin-tablet-10-s,Tibrolin Tablet 10-S,20070
ticagold-tablet-14-s,TICAGOLD Tablet 14-s,106701
ticaplat-90mg-tablet-10-s,TICAPLAT 90mg Tablet 10-s,105785
ticasave-60-tablet-14-s,TICASAVE 60 Tablet 14-s,107750
ticasave-90mg-tablet-14-s,TICASAVE 90mg Tablet 14-s,107087
ticus-90mg-tablet-10-s,TICUS 90mg Tablet 10-s,105714
tide-plus-10mg-tablet-10-s,Tide Plus 10mg Tablet 10-S,94120
tide-plus-20mg-tablet-10-s,Tide Plus 20mg Tablet 10-S,94626
tidomet-forte-tablet-10-s,Tidomet Forte Tablet 10-S,94654
tidomet-ls-tablet-10-s,Tidomet LS Tablet 10-S,94655
tidomet-plus-tablet-10-s,Tidomet Plus Tablet 10-S,94656
tigatel-20mg-tablet-10-s,Tigatel 20mg Tablet 10-S,100579
tikacad-90-tablet-10-s,TIKACAD 90 Tablet 10-s,107363
tilmox-cv-dry-syrup-30ml,TILMOX CV Dry Syrup 30ml,108970
timzid-mr-tablet-15-s,TIMZID MR Tablet 15-s,107339
tiniba-300mg-tablet-10-s,Tiniba 300mg Tablet 10-S,5863
tiniba-500mg-tablet-10-s,Tiniba 500mg Tablet 10-S,5851
tinzit-tablet-10-s,TINZIT Tablet 10-s,107350
tiomate-transcap-15-s,Tiomate Transcap 15-S,25718
tiova-rotacap-30-s,TIOVA Rotacap 30-s,1757
tiptengio-10-tablet-10-s,TIPTENGIO 10 Tablet 10-s,107682
tixylix-cherry-flavour-syrup-60ml,TIXYLIX CHERRY FLAVOUR Syrup 60ml,1407
tnib-tablet-15-s,TNIB Tablet 15-s,108657
toba-dm-eye-drops-10ml,Toba DM Eye Drops 10ml,10117
toba-eye-drops-5ml,Toba Eye Drops 5ml,14234
toba-f-eye-drops-5ml,Toba F Eye Drops 5ml,5854
tobastar-eye-drops-5ml,Tobastar Eye Drops 5ml,17191
tobastar-f-eye-drops-5ml,Tobastar F Eye Drops 5ml,25612
toff-ex-syrup-100ml,TOFF EX Syrup 100ml,101586
toff-weez-tablet-10-s,TOFF WEEZ Tablet 10-s,108812
tolagin-gel-30gm,Tolagin Gel 30gm,94031
tolol-am-50mg-tablet-10-s,Tolol AM 50mg Tablet 10-S,5607
tolol-xr-12-5mg-tablet-10-s,Tolol XR 12.5mg Tablet 10-S,5798
tolol-xr-25mg-tablet-10-s,Tolol XR 25mg Tablet 10-S,5796
tolol-xr-50mg-tablet-10-s,Tolol XR 50mg Tablet 10-S,5797
tolpa-d-tablet-10-s,Tolpa D Tablet 10-S,2638
tonact-asp-20-150-capsule-10-s,TONACT ASP 20/150 Capsule 10-s,109871
tonact-asp-20-75-capsule-10-s,TONACT ASP 20/75 Capsule 10-s,109870
topifort-nx-suspension-15ml,Topifort NX Suspension 15ml,98412
topinate-al-gel(topical)-30gm,Topinate Al Gel(Topical) 30gm,109620
topinate-cream-30gm,Topinate Cream 30gm,40865
topiroxo-20-tablet-10-s,TOPIROXO 20 Tablet 10-s,110123
topiroxo-40-tablet-10-s,TOPIROXO 40 Tablet 10-s,110124
topisal-mf-3-ointment-30gm,TOPISAL MF 3% Ointment 30gm,108421
topisal-mf-6-ointment-30gm,TOPISAL MF 6% Ointment 30gm,108422
toplap-gel-10gm,Toplap Gel 10gm,30218
topnac-p-tablet-10-s,Topnac P Tablet 10-S,40872
topnac-th-tablet-10-s,TOPNAC TH Tablet 10-s,105097
topp-40mg-tablet-10-s,Topp 40mg Tablet 10-S,91598
topp-d-capsule-10-s,Topp D Capsule 10-S,91599
torcilin-10mg-tablet-10-s,Torcilin 10mg Tablet 10-S,94629
torcilin-20mg-tablet-10-s,TORCILIN 20mg Tablet 10-s,105856
torcilin-5mg-tablet-10-s,Torcilin 5mg Tablet 10-S,94630
torget-plus-10mg-tablet-10-s,Torget Plus 10mg Tablet 10-S,98812
torglip-50mg-tablet-10-s,TORGLIP 50mg Tablet 10-s,105828
torglip-m-50-500mg-tablet-10-s,TORGLIP M 50/500mg Tablet 10-s,105830
torglip-m-50-850mg-tablet-10-s,TORGLIP M 50/850mg Tablet 10-s,105831
torglip-m-sr-1000-tablet-10-s,TORGLIP M SR 1000 Tablet 10-s,107926
torglip-m-sr-500-tablet-10-s,TORGLIP M SR 500 Tablet 10-s,107927
torglip-od-100-tablet-10-s,TORGLIP OD 100 Tablet 10-s,108605
torglip-r-tablet-10-s,TORGLIP R Tablet 10-s,108938
torleva-500mg-tablet-10-s,Torleva 500mg Tablet 10-S,2228
torpanel-2-tablet-10-s,TORPANEL 2 Tablet 10-s,108674
torpanel-6-tablet-10-s,TORPANEL 6 Tablet 10-s,108670
torplat-60-tablet-14-s,TORPLAT 60 Tablet 14-s,106325
torplat-90mg-tablet-14-s,TORPLAT 90mg Tablet 14-s,105661
tosti-gel(oral)-5gm,TOSTI Gel(Oral) 5gm,107734
totalis-capsule-14-s,TOTALIS Capsule 14-s,99019
tozaar-25mg-tablet-10-s,Tozaar 25mg Tablet 10-S,14053
tozaar-50mg-tablet-10-s,Tozaar 50mg Tablet 10-S,14032
tozaar-h-tablet-15-s,TOZAAR H Tablet 15-s,14025
tozam-tablet-10-s,Tozam Tablet 10-S,94632
tracfree-tablet-10-s,Tracfree Tablet 10-S,104195
trajenta-5mg-tablet-10-s,Trajenta 5mg Tablet 10-S,99135
tranostat-injection-5x5ml,TRANOSTAT Injection 5x5ml,5992
travacom-ophthalmic-solution-2-5ml,TRAVACOM Ophthalmic Solution 2.5ml,97307
travo-z-eye-drops-3ml,Travo Z Eye Drops 3ml,23636
trazer-f-forte-tablet-10-s,Trazer F Forte Tablet 10-S,95405
trazer-m-forte-tablet-10-s,TRAZER M FORTE Tablet 10-s,97657
trehalube-eye-drops-10ml,Trehalube Eye Drops 10ml,101252
tresiba-100iu-flex-touch-pen(prefilled)-1x3ml,Tresiba 100IU Flex Touch Pen(Prefilled) 1X3ml,91513
tresiba-penfill-100iu-cartridge-1x3ml,Tresiba Penfill 100Iu Cartridge 1x3ml,103023
tresmox-lb-d-capsule-10-s,Tresmox LB D Capsule 10-S,6805
tri-azulix-ds-1mg-tablet-10-s,TRI AZULIX DS 1mg Tablet 10-s,104126
tri-azulix-ds-2mg-tablet-10-s,TRI AZULIX DS 2mg Tablet 10-s,104127
triben-xt-cream-10gm,Triben XT Cream 10gm,91103
tribet-2mg-tablet-15-s,TRIBET 2mg Tablet 15-s,15740
tribetrol-1mg-tablet-15-s,TRIBETROL 1mg Tablet 15-s,93202
tribetrol-2mg-tablet-15-s,TRIBETROL 2mg Tablet 15-s,93200
tribetrol-forte-1mg-tablet-15-s,TRIBETROL FORTE 1mg Tablet 15-s,93203
tribetrol-forte-2mg-tablet-15-s,TRIBETROL FORTE 2mg Tablet 15-s,93201
tricaine-alma-mango-flavour-sugar-free-gel-200ml,TRICAINE ALMA MANGO FLAVOUR SUGAR FREE Gel 200ml,104228
tricaine-mps-sugar-free-cardamom-flavour-gel(oral)-200ml,TRICAINE MPS SUGAR FREE CARDAMOM FLAVOUR Gel(Oral) 200ml,12806
trichoton-forte-tablet-10-s,Trichoton Forte Tablet 10-S,12475
trichoton-syrup-150ml,Trichoton Syrup 150ml,12476
